Delivery ID,Supplier ID,Supplier Name,Category,Month,Delivery Date,Scheduled Date,Lead Time Days,On Time,Days Late,Order Quantity,Defective Units,Defect Rate %,Documentation Compliant,Volume % of Total Spend
DEL00534,SUP-007,Rocky Mountain Spices,Additives,2024-09,2024-09-17,2024-09-12,7,Yes,0,4138,41,1.01,Yes,7
DEL00537,SUP-007,Rocky Mountain Spices,Additives,2024-09,2024-09-17,2024-09-17,7,Yes,0,2081,16,0.77,Yes,7
DEL00682,SUP-009,Northern Flavours Ltd.,Additives,2024-09,2024-09-17,2024-09-13,8,No,6,7406,146,1.97,No,9
DEL00238,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-18,2024-09-16,15,Yes,0,1647,44,2.69,Yes,12
DEL00609,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-09,2024-09-18,2024-09-18,6,Yes,0,6304,291,4.62,No,7
DEL00054,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-19,2024-09-16,5,Yes,0,2113,15,0.72,Yes,18
DEL00141,SUP-002,Maple Packaging Ltd.,Packaging,2024-09,2024-09-20,2024-09-18,11,Yes,0,1442,105,7.33,No,14
DEL00467,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-21,2024-09-18,16,Yes,0,3456,78,2.28,Yes,8
DEL00470,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-21,2024-09-20,10,Yes,0,3825,74,1.95,Yes,8
DEL00533,SUP-007,Rocky Mountain Spices,Additives,2024-09,2024-09-21,2024-09-18,6,Yes,0,4774,65,1.38,Yes,7
DEL00059,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-22,2024-09-20,8,Yes,0,5789,64,1.11,Yes,18
DEL00235,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-22,2024-09-18,7,No,3,5673,180,3.18,Yes,12
DEL00472,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-23,2024-09-23,6,Yes,0,1931,44,2.3,Yes,8
DEL00757,SUP-010,EcoBox Solutions,Packaging,2024-09,2024-09-23,2024-09-23,8,No,8,2398,79,3.34,Yes,6
DEL00057,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-25,2024-09-24,8,No,10,2333,30,1.3,Yes,18
DEL00326,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-09,2024-09-25,2024-09-24,13,Yes,0,1595,97,6.14,No,10
DEL00474,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-25,2024-09-21,12,Yes,0,2611,38,1.48,Yes,8
DEL00753,SUP-010,EcoBox Solutions,Packaging,2024-09,2024-09-25,2024-09-24,13,Yes,0,2112,37,1.78,Yes,6
DEL00390,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-09,2024-09-26,2024-09-25,8,Yes,0,4791,46,0.97,Yes,9
DEL00473,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-26,2024-09-26,6,Yes,0,2844,69,2.44,Yes,8
DEL00466,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-27,2024-09-23,11,No,3,5958,101,1.7,Yes,8
DEL00056,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-28,2024-09-27,8,Yes,0,3538,24,0.69,Yes,18
DEL00469,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-28,2024-09-28,14,No,2,5304,97,1.83,Yes,8
DEL00758,SUP-010,EcoBox Solutions,Packaging,2024-09,2024-09-28,2024-09-23,8,Yes,0,7269,77,1.07,Yes,6
DEL00061,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-01,2024-09-28,8,Yes,0,1938,11,0.62,Yes,18
DEL00065,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-01,2024-09-30,7,Yes,0,6467,71,1.1,Yes,18
DEL00245,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-10,2024-10-02,2024-10-02,9,Yes,0,6927,167,2.42,Yes,12
DEL00618,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-02,2024-09-29,18,Yes,0,7241,513,7.09,No,7
DEL00246,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-10,2024-10-03,2024-09-29,12,Yes,0,2020,39,1.96,No,12
DEL00398,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-10,2024-10-03,2024-09-28,8,Yes,0,554,3,0.67,Yes,9
DEL00759,SUP-010,EcoBox Solutions,Packaging,2024-10,2024-10-03,2024-10-02,13,Yes,0,6386,136,2.13,Yes,6
DEL00612,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-04,2024-10-02,15,Yes,0,5000,143,2.87,Yes,7
DEL00619,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-04,2024-10-03,8,No,6,4215,184,4.39,Yes,7
DEL00063,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-05,2024-10-03,8,Yes,0,949,2,0.22,Yes,18
DEL00760,SUP-010,EcoBox Solutions,Packaging,2024-10,2024-10-05,2024-09-30,9,Yes,0,1008,18,1.84,Yes,6
DEL00476,SUP-006,ClearSeal Packaging,Packaging,2024-10,2024-10-07,2024-10-03,10,No,8,1473,50,3.42,No,8
DEL00621,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-08,2024-10-05,13,Yes,0,1403,95,6.79,No,7
DEL00687,SUP-009,Northern Flavours Ltd.,Additives,2024-10,2024-10-08,2024-10-03,12,Yes,0,1960,62,3.2,Yes,9
DEL00242,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-10,2024-10-09,2024-10-06,9,Yes,0,3609,56,1.55,Yes,12
DEL00613,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-09,2024-10-07,22,Yes,0,7001,364,5.21,Yes,7
DEL00066,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-11,2024-10-10,7,Yes,0,1908,8,0.43,Yes,18
DEL00150,SUP-002,Maple Packaging Ltd.,Packaging,2024-10,2024-10-11,2024-10-10,23,Yes,0,6511,308,4.73,Yes,14
DEL00069,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-12,2024-10-08,6,Yes,0,6111,67,1.1,Yes,18
DEL00149,SUP-002,Maple Packaging Ltd.,Packaging,2024-10,2024-10-12,2024-10-12,16,Yes,0,696,34,5.02,Yes,14
DEL00477,SUP-006,ClearSeal Packaging,Packaging,2024-10,2024-10-12,2024-10-10,13,Yes,0,538,18,3.52,Yes,8
DEL00478,SUP-006,ClearSeal Packaging,Packaging,2024-10,2024-10-12,2024-10-07,11,Yes,0,2892,42,1.47,Yes,8
DEL00538,SUP-007,Rocky Mountain Spices,Additives,2024-10,2024-10-12,2024-10-08,5,Yes,0,4336,28,0.67,Yes,7
DEL00539,SUP-007,Rocky Mountain Spices,Additives,2024-10,2024-10-12,2024-10-08,8,Yes,0,5368,49,0.92,Yes,7
DEL00689,SUP-009,Northern Flavours Ltd.,Additives,2024-10,2024-10-12,2024-10-07,14,Yes,0,5838,204,3.5,Yes,9
DEL00762,SUP-010,EcoBox Solutions,Packaging,2024-10,2024-10-12,2024-10-11,14,Yes,0,7539,175,2.33,Yes,6
DEL00152,SUP-002,Maple Packaging Ltd.,Packaging,2024-10,2024-10-13,2024-10-11,9,Yes,0,3038,119,3.93,Yes,14
DEL00395,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-10,2024-10-13,2024-10-10,7,Yes,0,7580,27,0.36,Yes,9
DEL00148,SUP-002,Maple Packaging Ltd.,Packaging,2024-10,2024-10-14,2024-10-11,12,No,7,6852,275,4.02,Yes,14
DEL00153,SUP-002,Maple Packaging Ltd.,Packaging,2024-10,2024-10-14,2024-10-09,12,Yes,0,3602,225,6.25,Yes,14
DEL00330,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-10,2024-10-14,2024-10-09,13,Yes,0,5938,301,5.07,Yes,10
DEL00062,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-15,2024-10-11,6,Yes,0,7777,14,0.18,Yes,18
DEL00247,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-10,2024-10-16,2024-10-15,11,Yes,0,5323,179,3.36,Yes,12
DEL00541,SUP-007,Rocky Mountain Spices,Additives,2024-10,2024-10-17,2024-10-14,6,Yes,0,5369,32,0.6,Yes,7
DEL00615,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-17,2024-10-14,9,No,3,4825,216,4.48,Yes,7
DEL00686,SUP-009,Northern Flavours Ltd.,Additives,2024-10,2024-10-17,2024-10-16,8,Yes,0,2599,61,2.38,Yes,9
DEL00399,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-10,2024-10-18,2024-10-18,7,Yes,0,3313,43,1.31,Yes,9
DEL00616,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-18,2024-10-18,8,No,8,6910,449,6.51,No,7
DEL00147,SUP-002,Maple Packaging Ltd.,Packaging,2024-10,2024-10-19,2024-10-16,12,Yes,0,4357,150,3.45,No,14
DEL00244,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-10,2024-10-19,2024-10-15,12,Yes,0,6791,185,2.73,Yes,12
DEL00333,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-10,2024-10-19,2024-10-14,23,No,2,5320,233,4.39,Yes,10
DEL00617,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-19,2024-10-15,15,Yes,0,7537,433,5.75,Yes,7
DEL00067,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-20,2024-10-15,8,Yes,0,1882,24,1.33,No,18
DEL00068,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-20,2024-10-20,7,Yes,0,6933,29,0.42,Yes,18
DEL00243,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-10,2024-10-20,2024-10-15,7,No,3,6117,104,1.7,Yes,12
DEL00396,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-10,2024-10-23,2024-10-23,7,Yes,0,4682,55,1.19,Yes,9
DEL00688,SUP-009,Northern Flavours Ltd.,Additives,2024-10,2024-10-24,2024-10-21,11,Yes,0,6383,80,1.27,No,9
DEL00763,SUP-010,EcoBox Solutions,Packaging,2024-10,2024-10-24,2024-10-20,7,No,3,6255,181,2.91,Yes,6
DEL00064,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-10,2024-10-25,2024-10-22,7,No,3,1157,10,0.88,Yes,18
DEL00329,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-10,2024-10-25,2024-10-20,13,No,6,7520,196,2.62,Yes,10
DEL00331,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-10,2024-10-25,2024-10-20,9,No,9,3093,99,3.23,No,10
DEL00332,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-10,2024-10-25,2024-10-22,12,Yes,0,7550,444,5.89,No,10
DEL00397,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-10,2024-10-25,2024-10-23,6,Yes,0,4019,52,1.29,Yes,9
DEL00540,SUP-007,Rocky Mountain Spices,Additives,2024-10,2024-10-25,2024-10-20,8,Yes,0,857,9,1.09,Yes,7
DEL00241,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-10,2024-10-26,2024-10-24,7,Yes,0,4862,95,1.96,Yes,12
DEL00401,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-10,2024-10-26,2024-10-26,7,Yes,0,3719,39,1.06,Yes,9
DEL00761,SUP-010,EcoBox Solutions,Packaging,2024-10,2024-10-26,2024-10-25,15,Yes,0,1282,35,2.74,Yes,6
DEL00400,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-10,2024-10-27,2024-10-24,8,Yes,0,7816,67,0.87,Yes,9
DEL00614,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-27,2024-10-22,11,Yes,0,994,76,7.7,Yes,7
DEL00690,SUP-009,Northern Flavours Ltd.,Additives,2024-10,2024-10-27,2024-10-27,9,Yes,0,2258,36,1.61,Yes,9
DEL00151,SUP-002,Maple Packaging Ltd.,Packaging,2024-10,2024-10-28,2024-10-24,17,Yes,0,7737,491,6.35,Yes,14
DEL00479,SUP-006,ClearSeal Packaging,Packaging,2024-10,2024-10-28,2024-10-24,5,Yes,0,7512,238,3.18,Yes,8
DEL00620,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-10,2024-10-28,2024-10-27,10,Yes,0,2949,192,6.51,Yes,7
DEL00071,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-11,2024-11-01,2024-10-29,7,Yes,0,3581,24,0.68,Yes,18
DEL00249,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-11,2024-11-01,2024-10-27,4,Yes,0,835,17,2.15,Yes,12
DEL00622,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-11,2024-11-01,2024-11-01,10,Yes,0,1951,88,4.52,Yes,7
DEL00335,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-11,2024-11-02,2024-10-30,12,No,3,5838,124,2.13,Yes,10
DEL00692,SUP-009,Northern Flavours Ltd.,Additives,2024-11,2024-11-02,2024-10-30,12,No,11,1833,39,2.16,Yes,9
DEL00546,SUP-007,Rocky Mountain Spices,Additives,2024-11,2024-11-03,2024-10-30,6,No,5,7396,62,0.85,Yes,7
DEL00156,SUP-002,Maple Packaging Ltd.,Packaging,2024-11,2024-11-04,2024-11-04,20,Yes,0,2645,155,5.9,Yes,14
DEL00545,SUP-007,Rocky Mountain Spices,Additives,2024-11,2024-11-04,2024-11-03,7,No,11,571,5,0.9,Yes,7
DEL00334,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-11,2024-11-05,2024-11-02,13,Yes,0,1232,46,3.78,No,10
DEL00768,SUP-010,EcoBox Solutions,Packaging,2024-11,2024-11-05,2024-11-05,11,Yes,0,6935,205,2.96,Yes,6
DEL00073,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-11,2024-11-07,2024-11-02,6,Yes,0,3745,26,0.71,Yes,18
DEL00691,SUP-009,Northern Flavours Ltd.,Additives,2024-11,2024-11-07,2024-11-04,12,Yes,0,3240,82,2.55,Yes,9
DEL00697,SUP-009,Northern Flavours Ltd.,Additives,2024-11,2024-11-07,2024-11-06,12,Yes,0,2939,31,1.07,Yes,9
DEL00769,SUP-010,EcoBox Solutions,Packaging,2024-11,2024-11-07,2024-11-04,9,Yes,0,1298,23,1.79,Yes,6
DEL00338,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-11,2024-11-08,2024-11-04,27,No,10,1410,51,3.68,No,10
DEL00405,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-11,2024-11-08,2024-11-08,10,Yes,0,537,5,1.11,Yes,9
DEL00547,SUP-007,Rocky Mountain Spices,Additives,2024-11,2024-11-09,2024-11-04,7,Yes,0,4387,28,0.64,Yes,7
DEL00625,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-11,2024-11-09,2024-11-07,19,Yes,0,6157,239,3.88,Yes,7
DEL00767,SUP-010,EcoBox Solutions,Packaging,2024-11,2024-11-09,2024-11-04,14,Yes,0,610,5,0.89,Yes,6
DEL00404,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-11,2024-11-10,2024-11-06,6,Yes,0,2171,17,0.79,Yes,9
DEL00694,SUP-009,Northern Flavours Ltd.,Additives,2024-11,2024-11-10,2024-11-06,10,Yes,0,6392,86,1.36,Yes,9
DEL00766,SUP-010,EcoBox Solutions,Packaging,2024-11,2024-11-11,2024-11-08,10,Yes,0,1003,8,0.81,Yes,6
DEL00070,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-11,2024-11-14,2024-11-12,7,Yes,0,3233,27,0.86,Yes,18
DEL00403,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-11,2024-11-14,2024-11-11,7,Yes,0,2644,12,0.49,Yes,9
DEL00250,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-11,2024-11-16,2024-11-15,12,Yes,0,4821,102,2.13,Yes,12
DEL00337,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-11,2024-11-16,2024-11-12,14,Yes,0,2744,88,3.23,Yes,10
DEL00480,SUP-006,ClearSeal Packaging,Packaging,2024-11,2024-11-16,2024-11-13,9,Yes,0,1028,32,3.21,Yes,8
DEL00248,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-11,2024-11-17,2024-11-12,8,Yes,0,1351,38,2.87,Yes,12
DEL00542,SUP-007,Rocky Mountain Spices,Additives,2024-11,2024-11-17,2024-11-14,7,Yes,0,6815,80,1.18,Yes,7
DEL00624,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-11,2024-11-17,2024-11-16,20,Yes,0,3844,159,4.15,Yes,7
DEL00696,SUP-009,Northern Flavours Ltd.,Additives,2024-11,2024-11-18,2024-11-15,9,No,1,3314,57,1.73,Yes,9
DEL00623,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-11,2024-11-19,2024-11-17,16,Yes,0,3949,184,4.67,Yes,7
DEL00072,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-11,2024-11-20,2024-11-17,7,Yes,0,1063,13,1.24,Yes,18
DEL00251,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-11,2024-11-20,2024-11-15,7,Yes,0,7223,167,2.32,Yes,12
DEL00483,SUP-006,ClearSeal Packaging,Packaging,2024-11,2024-11-20,2024-11-20,8,No,1,5709,156,2.74,Yes,8
DEL00765,SUP-010,EcoBox Solutions,Packaging,2024-11,2024-11-20,2024-11-20,11,Yes,0,2265,34,1.53,Yes,6
DEL00154,SUP-002,Maple Packaging Ltd.,Packaging,2024-11,2024-11-21,2024-11-18,22,Yes,0,5575,324,5.83,Yes,14
DEL00155,SUP-002,Maple Packaging Ltd.,Packaging,2024-11,2024-11-21,2024-11-18,16,No,1,5831,194,3.34,Yes,14
DEL00693,SUP-009,Northern Flavours Ltd.,Additives,2024-11,2024-11-21,2024-11-21,12,Yes,0,3328,88,2.67,Yes,9
DEL00484,SUP-006,ClearSeal Packaging,Packaging,2024-11,2024-11-22,2024-11-21,14,Yes,0,6188,206,3.34,Yes,8
DEL00336,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-11,2024-11-23,2024-11-23,20,Yes,0,2150,126,5.89,Yes,10
DEL00481,SUP-006,ClearSeal Packaging,Packaging,2024-11,2024-11-24,2024-11-22,10,Yes,0,2540,57,2.25,Yes,8
DEL00074,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-11,2024-11-25,2024-11-24,8,Yes,0,1845,19,1.03,Yes,18
DEL00544,SUP-007,Rocky Mountain Spices,Additives,2024-11,2024-11-25,2024-11-20,7,Yes,0,6975,83,1.19,Yes,7
DEL00695,SUP-009,Northern Flavours Ltd.,Additives,2024-11,2024-11-25,2024-11-23,8,No,2,5880,100,1.71,Yes,9
DEL00402,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-11,2024-11-26,2024-11-21,6,Yes,0,2136,17,0.82,Yes,9
DEL00543,SUP-007,Rocky Mountain Spices,Additives,2024-11,2024-11-27,2024-11-23,7,No,12,4804,17,0.36,Yes,7
DEL00157,SUP-002,Maple Packaging Ltd.,Packaging,2024-11,2024-11-28,2024-11-26,7,Yes,0,4488,304,6.77,Yes,14
DEL00482,SUP-006,ClearSeal Packaging,Packaging,2024-11,2024-11-28,2024-11-28,15,No,4,1872,44,2.37,Yes,8
DEL00764,SUP-010,EcoBox Solutions,Packaging,2024-11,2024-11-28,2024-11-27,9,Yes,0,1440,40,2.81,Yes,6
DEL00159,SUP-002,Maple Packaging Ltd.,Packaging,2024-12,2024-12-02,2024-12-01,17,No,10,1273,61,4.82,Yes,14
DEL00341,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-12,2024-12-02,2024-12-02,15,Yes,0,6532,426,6.53,Yes,10
DEL00409,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-12,2024-12-02,2024-11-30,6,Yes,0,1364,6,0.46,Yes,9
DEL00162,SUP-002,Maple Packaging Ltd.,Packaging,2024-12,2024-12-03,2024-11-28,9,No,5,3147,207,6.6,Yes,14
DEL00256,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-12,2024-12-03,2024-12-03,12,No,4,7103,181,2.56,Yes,12
DEL00630,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-04,2024-11-29,21,Yes,0,3454,118,3.42,Yes,7
DEL00633,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-04,2024-12-04,14,Yes,0,6537,272,4.16,No,7
DEL00770,SUP-010,EcoBox Solutions,Packaging,2024-12,2024-12-04,2024-11-30,14,No,6,984,39,3.96,Yes,6
DEL00076,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-05,2024-12-05,7,Yes,0,2467,23,0.96,Yes,18
DEL00160,SUP-002,Maple Packaging Ltd.,Packaging,2024-12,2024-12-05,2024-12-04,12,No,12,6214,272,4.39,No,14
DEL00255,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-12,2024-12-05,2024-12-04,10,Yes,0,4276,83,1.95,Yes,12
DEL00699,SUP-009,Northern Flavours Ltd.,Additives,2024-12,2024-12-05,2024-12-02,6,Yes,0,4556,148,3.25,Yes,9
DEL00339,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-12,2024-12-06,2024-12-05,18,Yes,0,3248,215,6.64,Yes,10
DEL00078,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-07,2024-12-06,6,Yes,0,6724,50,0.76,Yes,18
DEL00252,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-12,2024-12-07,2024-12-04,8,Yes,0,6139,133,2.18,Yes,12
DEL00340,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-12,2024-12-07,2024-12-02,15,Yes,0,4459,243,5.47,Yes,10
DEL00342,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-12,2024-12-07,2024-12-05,14,Yes,0,6426,365,5.7,Yes,10
DEL00407,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-12,2024-12-07,2024-12-03,9,Yes,0,3176,34,1.07,Yes,9
DEL00487,SUP-006,ClearSeal Packaging,Packaging,2024-12,2024-12-07,2024-12-03,11,Yes,0,5881,173,2.96,Yes,8
DEL00411,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-12,2024-12-08,2024-12-05,7,Yes,0,6720,49,0.73,Yes,9
DEL00626,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-08,2024-12-06,15,Yes,0,6626,363,5.49,Yes,7
DEL00080,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-09,2024-12-09,8,Yes,0,5684,78,1.39,Yes,18
DEL00258,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-12,2024-12-09,2024-12-04,10,Yes,0,7225,240,3.33,Yes,12
DEL00772,SUP-010,EcoBox Solutions,Packaging,2024-12,2024-12-09,2024-12-06,7,Yes,0,888,26,2.96,Yes,6
DEL00082,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-10,2024-12-10,6,Yes,0,7094,63,0.9,Yes,18
DEL00077,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-11,2024-12-06,6,Yes,0,7954,44,0.56,Yes,18
DEL00406,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-12,2024-12-11,2024-12-07,7,Yes,0,4720,39,0.83,Yes,9
DEL00489,SUP-006,ClearSeal Packaging,Packaging,2024-12,2024-12-11,2024-12-07,11,Yes,0,5573,160,2.87,Yes,8
DEL00628,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-11,2024-12-10,12,Yes,0,938,40,4.36,Yes,7
DEL00079,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-13,2024-12-13,6,Yes,0,7957,66,0.84,Yes,18
DEL00075,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-14,2024-12-10,7,Yes,0,6523,29,0.45,Yes,18
DEL00161,SUP-002,Maple Packaging Ltd.,Packaging,2024-12,2024-12-14,2024-12-12,17,Yes,0,1523,52,3.42,Yes,14
DEL00486,SUP-006,ClearSeal Packaging,Packaging,2024-12,2024-12-14,2024-12-10,8,Yes,0,4181,71,1.7,Yes,8
DEL00629,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-14,2024-12-13,19,Yes,0,812,46,5.7,No,7
DEL00343,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-12,2024-12-15,2024-12-11,18,Yes,0,5744,149,2.6,No,10
DEL00549,SUP-007,Rocky Mountain Spices,Additives,2024-12,2024-12-15,2024-12-11,7,Yes,0,6914,41,0.59,Yes,7
DEL00631,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-15,2024-12-11,14,Yes,0,3512,149,4.27,Yes,7
DEL00774,SUP-010,EcoBox Solutions,Packaging,2024-12,2024-12-15,2024-12-15,8,Yes,0,5931,149,2.52,Yes,6
DEL00163,SUP-002,Maple Packaging Ltd.,Packaging,2024-12,2024-12-17,2024-12-17,19,Yes,0,1101,50,4.54,No,14
DEL00488,SUP-006,ClearSeal Packaging,Packaging,2024-12,2024-12-17,2024-12-13,12,Yes,0,7789,96,1.24,Yes,8
DEL00627,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-17,2024-12-12,18,Yes,0,5653,393,6.96,No,7
DEL00083,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-18,2024-12-17,7,Yes,0,7533,71,0.95,Yes,18
DEL00771,SUP-010,EcoBox Solutions,Packaging,2024-12,2024-12-18,2024-12-15,11,Yes,0,4157,167,4.02,Yes,6
DEL00253,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-12,2024-12-19,2024-12-18,11,Yes,0,3739,38,1.04,Yes,12
DEL00254,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-12,2024-12-19,2024-12-17,10,Yes,0,6603,243,3.7,Yes,12
DEL00257,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-12,2024-12-20,2024-12-17,8,Yes,0,3741,89,2.4,Yes,12
DEL00412,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-12,2024-12-20,2024-12-16,7,Yes,0,4402,32,0.73,No,9
DEL00635,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-21,2024-12-17,17,Yes,0,5556,185,3.33,Yes,7
DEL00701,SUP-009,Northern Flavours Ltd.,Additives,2024-12,2024-12-21,2024-12-20,10,Yes,0,1729,49,2.89,Yes,9
DEL00698,SUP-009,Northern Flavours Ltd.,Additives,2024-12,2024-12-22,2024-12-21,8,Yes,0,3544,83,2.37,Yes,9
DEL00632,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-12,2024-12-23,2024-12-18,20,Yes,0,7089,232,3.28,Yes,7
DEL00081,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-12,2024-12-24,2024-12-23,6,Yes,0,3165,27,0.87,Yes,18
DEL00548,SUP-007,Rocky Mountain Spices,Additives,2024-12,2024-12-24,2024-12-21,8,Yes,0,1388,6,0.47,Yes,7
DEL00700,SUP-009,Northern Flavours Ltd.,Additives,2024-12,2024-12-24,2024-12-24,12,Yes,0,3277,81,2.48,Yes,9
